Section,h,b,tw,tf,r,hi,d,A,AL,Iy,Wel_y,Wpl_y,iy,Avz,Iz,Wel_z,Wpl_z,iz,Ss,It,Iw,Flexure_Class_S355,Flexure_Class_S460,Flexure_Class_S355,Flexure_Class_S460
W 610 x 325 x 341,661.0,333.0,24.4,43.9,20.0,573.0,533.0,434.0,2.571,319840.0,9677.0,11120.0,27.0,171.5,27090.0,1627.0,2525.0,7.8,13.5,2195.0,25720.0,1.0,1,1.0,1
W 610 x 325 x 307,653.0,330.0,22.1,39.9,20.0,573.0,533.0,391.0,2.547,285230.0,8736.0,9984.0,26.9,154.8,23950.0,1452.0,2247.0,7.8,12.5,1645.0,22450.0,1.0,1,1.0,2
W 610 x 325 x 285,647.0,329.0,20.6,37.1,20.0,573.0,533.0,361.0,2.534,262280.0,8107.0,9230.0,26.7,143.9,22060.0,1341.0,2073.0,7.7,11.8,1328.0,20470.0,1.0,1,1.0,2
W 610 x 325 x 262,641.0,327.0,19.0,34.0,20.0,573.0,533.0,333.0,2.518,237550.0,7411.0,8405.0,26.6,132.3,19850.0,1214.0,1874.0,7.7,11.0,1027.0,18250.0,1.0,1,2.0,3
W 610 x 325 x 241,635.0,329.0,17.9,31.0,20.0,573.0,533.0,308.0,2.516,216990.0,6834.0,7726.0,26.4,123.9,18430.0,1120.0,1728.0,7.7,10.3,802.2,16780.0,1.0,1,2.0,3
W 610 x 325 x 217,628.0,328.0,16.5,27.7,20.0,573.0,533.0,277.0,2.501,192360.0,6126.0,6903.0,26.2,113.5,16310.0,995.0,1533.0,7.6,9.5,586.1,14670.0,1.0,1,3.0,4
W 610 x 325 x 195,622.0,327.0,15.4,24.4,20.0,573.0,533.0,248.0,2.487,169450.0,5448.0,6129.0,25.9,105.2,14240.0,871.0,1342.0,7.5,8.7,418.3,12690.0,1.0,1,4.0,4
W 610 x 325 x 174,616.0,325.0,14.0,21.6,20.0,573.0,533.0,222.0,2.47,148720.0,4828.0,5417.0,25.7,95.28,12370.0,761.6,1172.0,7.4,8.0,297.5,10910.0,1.0,1,4.0,4
W 610 x 325 x 155,611.0,324.0,12.7,19.0,20.0,573.0,533.0,197.0,2.458,130550.0,4273.0,4783.0,25.5,86.21,10780.0,665.7,1024.0,7.3,7.4,209.5,9436.0,1.0,2,4.0,4
W 610 x 230 x 153,623.0,229.0,14.0,24.9,20.0,573.0,533.0,196.0,2.1,126750.0,4069.0,4657.0,25.3,97.12,5001.0,436.8,684.9,5.0,8.7,315.8,4456.0,1.0,1,4.0,4
W 610 x 230 x 140,617.0,230.0,13.1,22.2,20.0,573.0,533.0,179.0,2.093,113580.0,3681.0,4207.0,25.0,90.23,4517.0,392.7,615.5,5.0,8.0,235.5,3981.0,1.0,1,4.0,4
W 610 x 230 x 125,612.0,229.0,11.9,19.6,20.0,573.0,533.0,159.0,2.082,100150.0,3272.0,3731.0,24.9,81.76,3935.0,343.6,537.7,4.9,7.4,168.2,3441.0,1.0,1,4.0,4
W 610 x 230 x 113,608.0,228.0,11.2,17.3,20.0,573.0,533.0,145.0,2.071,89160.0,2933.0,3347.0,24.6,76.51,3428.0,300.7,471.1,4.8,6.9,123.9,2981.0,1.0,1,4.0,4
W 610 x 230 x 101,603.0,228.0,10.5,14.9,20.0,573.0,533.0,130.0,2.063,77970.0,2586.0,2957.0,24.3,71.14,2952.0,258.9,406.4,4.7,6.3,87.85,2544.0,1.0,1,4.0,4
W 610 x 180 x 92,603.0,179.0,10.9,15.0,13.0,573.0,547.0,117.0,1.878,64680.0,2145.0,2514.0,23.4,69.44,1441.0,161.0,258.5,3.5,5.6,71.3,1239.0,1.0,-,4.0,-
W 610 x 180 x 82,599.0,178.0,10.0,12.8,13.0,573.0,547.0,105.0,1.868,56030.0,1870.0,2198.0,23.1,63.39,1208.0,135.8,218.2,3.4,5.0,49.07,1033.0,1.0,-,4.0,-
W 530 x 315 x 409,613.0,327.0,31.0,55.6,25.0,501.9,451.9,522.0,2.429,319240.0,10410.0,12210.0,24.6,205.9,32550.0,1990.0,3104.0,7.8,17.1,4343.0,25160.0,1.0,1,1.0,1
W 530 x 315 x 369,603.0,324.0,27.9,50.5,25.0,501.9,451.9,470.0,2.403,283070.0,9388.0,10920.0,24.4,184.7,28730.0,1774.0,2758.0,7.7,15.8,3246.0,21840.0,1.0,1,1.0,1
W 530 x 315 x 332,593.0,322.0,25.4,45.5,25.0,501.9,451.9,423.0,2.38,250100.0,8435.0,9753.0,24.2,167.1,25400.0,1577.0,2449.0,7.7,14.5,2399.0,18970.0,1.0,1,1.0,1
W 530 x 315 x 300,585.0,319.0,23.1,41.4,25.0,501.9,451.9,382.0,2.357,223120.0,7628.0,8767.0,24.0,151.6,22460.0,1408.0,2182.0,7.6,13.5,1810.0,16540.0,1.0,1,1.0,1
W 530 x 315 x 272,577.0,317.0,21.1,37.6,25.0,501.9,451.9,346.0,2.337,199120.0,6902.0,7889.0,23.8,137.9,20010.0,1262.0,1953.0,7.5,12.5,1367.0,14520.0,1.0,1,1.0,1
W 530 x 315 x 248,571.0,315.0,19.0,34.5,25.0,501.9,451.9,315.0,2.321,179870.0,6300.0,7159.0,23.7,124.5,18010.0,1143.0,1765.0,7.5,11.7,1052.0,12930.0,1.0,1,1.0,2
W 530 x 315 x 219,560.0,318.0,18.3,29.2,25.0,501.9,451.9,279.0,2.312,153410.0,5479.0,6211.0,23.2,117.1,15680.0,986.6,1526.0,7.4,10.5,701.9,11020.0,1.0,1,1.0,2
W 530 x 315 x 196,554.0,316.0,16.5,26.3,25.0,501.9,451.9,250.0,2.296,136360.0,4922.0,5554.0,23.1,105.5,13860.0,877.3,1354.0,7.3,9.8,518.4,9628.0,1.0,1,2.0,3
W 530 x 315 x 182,551.0,315.0,15.2,24.4,25.0,501.9,451.9,232.0,2.289,125920.0,4570.0,5137.0,23.1,97.6,12730.0,808.6,1246.0,7.3,9.3,416.4,8811.0,1.0,1,2.0,3
W 530 x 315 x 165,546.0,313.0,14.0,22.2,25.0,501.9,451.9,211.0,2.273,113330.0,4151.0,4651.0,22.9,89.79,11360.0,726.3,1118.0,7.2,8.7,319.8,7782.0,1.0,1,3.0,4
W 530 x 315 x 150,543.0,312.0,12.7,20.3,25.0,501.9,451.9,192.0,2.266,103220.0,3801.0,4243.0,22.9,81.89,10290.0,659.8,1014.0,7.2,8.2,247.4,7018.0,1.0,1,4.0,4
W 530 x 210 x 123,544.0,212.0,13.1,21.2,13.0,501.9,475.9,157.0,1.887,76120.0,2798.0,3209.0,22.0,75.44,3377.0,318.6,499.2,4.6,7.0,180.9,2300.0,1.0,1,4.0,4
W 530 x 210 x 109,539.0,211.0,11.6,18.8,13.0,501.9,475.9,139.0,1.876,66770.0,2477.0,2828.0,21.9,66.68,2951.0,279.7,436.6,4.6,6.4,126.8,1991.0,1.0,1,4.0,4
W 530 x 210 x 101,537.0,210.0,10.9,17.4,13.0,501.9,475.9,129.0,1.87,61740.0,2299.0,2621.0,21.8,62.61,2692.0,256.4,399.7,4.5,6.0,102.0,1812.0,1.0,1,4.0,4
W 530 x 210 x 92,533.0,209.0,10.2,15.6,13.0,501.9,475.9,118.0,1.859,55280.0,2074.0,2365.0,21.6,58.28,2379.0,227.6,354.9,4.4,5.6,76.47,1588.0,1.0,1,4.0,4
W 530 x 210 x 82,528.0,209.0,9.5,13.3,13.0,501.9,475.9,105.0,1.851,47690.0,1806.0,2063.0,21.3,53.8,2028.0,194.0,302.9,4.4,5.1,52.01,1340.0,1.0,2,4.0,4
W 530 x 210 x 72,524.0,207.0,9.0,10.9,13.0,501.9,475.9,91.8,1.836,40090.0,1530.0,1761.0,20.9,50.46,1615.0,156.0,244.7,4.1,4.6,34.01,1060.0,2.0,-,4.0,-
W 530 x 165 x 85,535.0,166.0,10.3,16.5,13.0,501.9,475.9,108.0,1.691,48580.0,1816.0,2105.0,21.2,59.14,1263.0,152.2,241.8,3.4,5.8,73.98,845.4,1.0,1,4.0,4
W 530 x 165 x 74,529.0,166.0,9.7,13.6,13.0,501.9,475.9,94.8,1.68,41090.0,1553.0,1810.0,20.7,54.98,1041.0,125.4,200.3,3.3,5.2,48.2,688.5,1.0,1,4.0,4
W 530 x 165 x 66,525.0,165.0,8.9,11.4,13.0,501.9,475.9,83.9,1.67,35100.0,1337.0,1563.0,20.4,50.12,857.3,103.9,166.1,3.1,4.6,32.15,562.8,1.0,-,4.0,-
W 460 x 280 x 464,567.0,305.0,38.6,69.6,20.0,428.0,388.0,591.0,2.242,291000.0,10260.0,12390.0,22.1,223.2,33130.0,2172.0,3404.0,7.4,20.1,7505.0,20350.0,1.0,1,1.0,1
W 460 x 280 x 421,555.0,302.0,35.6,63.5,20.0,428.0,388.0,537.0,2.212,257680.0,9286.0,11120.0,21.8,203.8,29320.0,1942.0,3038.0,7.3,18.6,5731.0,17600.0,1.0,1,1.0,1
W 460 x 280 x 384,545.0,299.0,32.5,58.4,20.0,428.0,388.0,490.0,2.187,230490.0,8458.0,10050.0,21.6,184.9,26150.0,1749.0,2730.0,7.2,17.2,4438.0,15400.0,1.0,1,1.0,1
W 460 x 280 x 349,535.0,296.0,29.5,53.6,20.0,428.0,388.0,444.0,2.161,205350.0,7676.0,9059.0,21.4,166.8,23270.0,1572.0,2447.0,7.2,16.0,3410.0,13420.0,1.0,1,1.0,1
W 460 x 280 x 315,525.0,293.0,26.9,48.5,20.0,428.0,388.0,401.0,2.134,180960.0,6893.0,8075.0,21.1,151.0,20410.0,1393.0,2165.0,7.1,14.7,2536.0,11540.0,1.0,1,1.0,1
W 460 x 280 x 286,517.0,291.0,24.4,44.4,20.0,428.0,388.0,364.0,2.115,162180.0,6274.0,7296.0,21.0,136.5,18290.0,1257.0,1949.0,7.0,13.6,1942.0,10180.0,1.0,1,1.0,1
W 460 x 280 x 260,509.0,289.0,22.6,40.4,20.0,428.0,388.0,331.0,2.094,144800.0,5689.0,6579.0,20.8,125.4,16300.0,1128.0,1747.0,6.9,12.6,1478.0,8922.0,1.0,1,1.0,1
W 460 x 280 x 235,501.0,287.0,20.6,36.6,20.0,428.0,388.0,299.0,2.074,128450.0,5127.0,5892.0,20.6,113.7,14450.0,1007.0,1557.0,6.9,11.7,1106.0,7774.0,1.0,1,1.0,1
W 460 x 280 x 213,495.0,285.0,18.5,33.5,20.0,428.0,388.0,271.0,2.059,115440.0,4664.0,5325.0,20.5,102.2,12950.0,909.0,1401.0,6.8,10.8,843.0,6881.0,1.0,1,1.0,1
W 460 x 280 x 193,489.0,283.0,17.0,30.5,20.0,428.0,388.0,247.0,2.042,103470.0,4232.0,4808.0,20.3,93.57,11540.0,815.9,1256.0,6.8,10.1,641.1,6055.0,1.0,1,1.0,1
W 460 x 280 x 177,482.0,286.0,16.6,26.9,20.0,428.0,388.0,226.0,2.04,92130.0,3823.0,4334.0,20.0,89.74,10510.0,735.0,1134.0,6.7,9.3,472.6,5430.0,1.0,1,1.0,1
W 460 x 280 x 158,476.0,284.0,15.0,23.9,20.0,428.0,388.0,201.0,2.024,80750.0,3393.0,3828.0,19.9,80.8,9141.0,643.7,992.0,6.7,8.6,337.2,4662.0,1.0,1,1.0,2
W 460 x 280 x 144,472.0,283.0,13.6,22.1,20.0,428.0,388.0,184.0,2.014,73720.0,3124.0,3507.0,19.8,73.46,8362.0,590.9,908.6,6.6,8.1,265.6,4224.0,1.0,1,2.0,3
W 460 x 280 x 128,467.0,282.0,12.2,19.6,20.0,428.0,388.0,163.0,2.003,64810.0,2776.0,3102.0,19.7,65.85,7336.0,520.3,798.8,6.6,7.4,189.1,3665.0,1.0,1,3.0,4
W 460 x 280 x 113,463.0,280.0,10.8,17.3,20.0,428.0,388.0,144.0,1.99,56720.0,2450.0,2726.0,19.6,58.48,6337.0,452.7,694.0,6.5,6.8,132.3,3143.0,1.0,2,4.0,4
W 460 x 190 x 106,469.0,194.0,12.6,20.6,10.0,428.0,408.0,134.0,1.672,48800.0,2081.0,2386.0,19.0,61.47,2514.0,259.2,405.3,4.3,6.5,145.5,1260.0,1.0,1,3.0,4
W 460 x 190 x 97,466.0,193.0,11.4,19.0,10.0,428.0,408.0,123.0,1.664,44490.0,1909.0,2179.0,19.0,55.61,2282.0,236.5,368.4,4.3,6.1,112.8,1137.0,1.0,1,4.0,4
W 460 x 190 x 89,463.0,192.0,10.5,17.7,10.0,428.0,408.0,114.0,1.656,40930.0,1768.0,2011.0,18.9,51.15,2092.0,217.9,338.6,4.2,5.7,90.54,1035.0,1.0,1,4.0,4
W 460 x 190 x 82,460.0,191.0,9.9,16.0,10.0,428.0,408.0,105.0,1.647,36980.0,1608.0,1828.0,18.8,48.01,1862.0,194.9,302.9,4.2,5.3,68.97,915.7,1.0,1,4.0,4
W 460 x 190 x 74,457.0,190.0,9.0,14.5,10.0,428.0,408.0,94.8,1.639,33240.0,1455.0,1649.0,18.7,43.58,1660.0,174.8,270.9,4.1,4.9,51.59,811.4,1.0,1,4.0,4
W 460 x 190 x 67,454.0,190.0,8.5,12.7,10.0,428.0,408.0,85.5,1.634,29460.0,1298.0,1473.0,18.5,40.9,1454.0,153.0,237.5,4.1,4.5,37.05,706.8,1.0,1,4.0,4
W 460 x 150 x 68,459.0,154.0,9.1,15.4,10.0,428.0,408.0,87.1,1.499,29680.0,1293.0,1487.0,18.4,44.3,940.5,122.1,192.0,3.2,5.1,50.8,461.1,1.0,1,4.0,4
W 460 x 150 x 60,455.0,153.0,8.0,13.3,10.0,428.0,408.0,76.1,1.489,25480.0,1120.0,1284.0,18.3,38.85,796.1,104.0,163.0,3.2,4.6,33.43,387.2,1.0,1,4.0,4
W 460 x 150 x 52,450.0,152.0,7.6,10.8,10.0,428.0,408.0,66.5,1.476,21200.0,942.2,1087.0,17.8,36.39,634.0,83.42,131.4,3.0,4.0,20.89,304.8,1.0,2,4.0,4
W 410 x 260 x 149,431.0,265.0,14.9,25.0,10.0,381.0,361.0,190.0,1.875,61840.0,2869.0,3246.0,18.0,66.35,7765.0,586.0,899.7,6.3,7.6,321.4,3195.0,1.0,-,1.0,-
W 410 x 260 x 132,425.0,263.0,13.3,22.2,10.0,381.0,361.0,169.0,1.858,53820.0,2533.0,2849.0,17.8,58.87,6739.0,512.4,785.3,6.3,6.9,225.4,2730.0,1.0,1,2.0,2
W 410 x 260 x 114,420.0,261.0,11.6,19.3,10.0,381.0,361.0,146.0,1.844,46130.0,2197.0,2456.0,17.7,51.19,5724.0,438.6,670.8,6.2,6.1,148.4,2295.0,1.0,1,3.0,4
W 410 x 260 x 100,415.0,260.0,10.0,16.9,10.0,381.0,361.0,127.0,1.833,39760.0,1916.0,2128.0,17.7,44.04,4954.0,381.0,581.3,6.2,5.5,99.26,1961.0,1.0,2,4.0,4
W 410 x 180 x 85,417.0,181.0,10.9,18.2,10.0,381.0,361.0,108.0,1.519,31520.0,1512.0,1724.0,17.0,47.96,1803.0,199.2,310.0,4.0,5.9,92.42,715.1,1.0,1,3.0,4
W 410 x 180 x 75,413.0,180.0,9.7,16.0,10.0,381.0,361.0,94.8,1.509,27480.0,1330.0,1511.0,16.9,42.56,1558.0,173.1,268.7,4.0,5.3,63.59,612.7,1.0,1,4.0,4
W 410 x 180 x 67,410.0,179.0,8.8,14.4,10.0,381.0,361.0,85.8,1.501,24540.0,1197.0,1355.0,16.8,38.55,1379.0,154.0,238.6,4.0,4.9,46.76,538.5,1.0,1,4.0,4
W 410 x 180 x 60,407.0,178.0,7.7,12.8,10.0,381.0,361.0,76.1,1.493,21570.0,1060.0,1194.0,16.8,33.77,1204.0,135.3,208.9,3.9,4.5,32.69,467.4,1.0,1,4.0,4
W 410 x 180 x 53,403.0,177.0,7.5,10.9,10.0,381.0,361.0,68.4,1.482,18600.0,923.1,1045.0,16.5,32.44,1009.0,114.0,176.6,3.8,4.1,22.48,387.1,1.0,2,4.0,4
W 410 x 140 x 53.3,406.6,143.3,7.9,12.9,10.0,388.0,361.0,67.9,1.353,18270.0,898.7,1030.0,16.4,34.54,634.5,88.56,138.9,3.0,4.5,28.85,245.1,1.0,1,4.0,4
W 410 x 140 x 46.1,403.0,140.0,7.0,11.2,10.0,381.0,361.0,58.8,1.335,15550.0,772.1,883.9,16.2,30.52,513.6,73.37,114.9,2.9,4.1,19.16,196.5,1.0,2,4.0,4
W 410 x 140 x 38.8,399.0,140.0,6.4,8.8,10.0,381.0,361.0,49.5,1.328,12640.0,633.8,729.6,15.9,27.59,403.5,57.65,90.61,2.8,3.5,11.02,153.1,1.0,-,4.0,-
W 360 x 410 x 1299,600.0,476.0,100.0,140.0,20.0,320.0,280.0,1650.0,2.87,754950.0,25160.0,33260.0,21.3,519.4,254410.0,10680.0,16670.0,12.3,40.3,95520.0,133120.0,1.0,1,1.0,1
W 360 x 410 x 1202,580.0,471.0,95.0,130.0,20.0,320.0,280.0,1530.0,2.82,663970.0,22890.0,30030.0,20.8,482.9,228760.0,9714.0,15150.0,12.2,37.8,77190.0,114600.0,1.0,1,1.0,1
W 360 x 410 x 1086,569.0,454.0,78.0,125.0,20.0,320.0,280.0,1390.0,2.764,596070.0,20950.0,27230.0,20.7,399.7,196270.0,8646.0,13380.0,11.8,35.1,61220.0,96070.0,1.0,1,1.0,1
W 360 x 410 x 990,550.0,448.0,71.9,115.0,20.0,320.0,280.0,1260.0,2.714,519260.0,18880.0,24300.0,20.2,362.1,173380.0,7740.0,11960.0,11.7,32.5,47490.0,81520.0,1.0,1,1.0,1
W 360 x 410 x 900,531.0,442.0,65.9,106.0,20.0,320.0,280.0,1150.0,2.664,450550.0,16970.0,21640.0,19.7,325.9,153360.0,6939.0,10710.0,11.5,30.1,36880.0,68880.0,1.0,1,1.0,1
W 360 x 410 x 818,514.0,437.0,60.5,97.0,20.0,320.0,280.0,1050.0,2.621,392540.0,15270.0,19270.0,19.3,294.5,135540.0,6203.0,9566.0,11.3,27.7,28210.0,58650.0,1.0,1,1.0,1
W 360 x 410 x 744,498.0,432.0,55.6,88.9,20.0,320.0,280.0,948.0,2.578,342470.0,13750.0,17180.0,18.9,266.4,119940.0,5553.0,8553.0,11.2,25.6,21660.0,49980.0,1.0,1,1.0,1
W 360 x 410 x 677,483.0,428.0,51.2,81.5,20.0,320.0,280.0,865.0,2.541,299820.0,12410.0,15360.0,18.6,241.6,106880.0,4994.0,7684.0,11.1,23.7,16680.0,42910.0,1.0,1,1.0,1
W 360 x 410 x 634,474.0,424.0,47.6,77.1,20.0,320.0,280.0,806.0,2.514,274520.0,11580.0,14240.0,18.4,223.1,98260.0,4635.0,7121.0,11.0,22.5,13960.0,38570.0,1.0,1,1.0,1
W 360 x 410 x 592,465.0,421.0,45.0,72.3,20.0,320.0,280.0,755.0,2.49,250510.0,10770.0,13160.0,18.1,209.0,90180.0,4284.0,6578.0,10.9,21.3,11520.0,34660.0,1.0,1,1.0,1
W 360 x 410 x 551,455.0,418.0,42.0,67.6,20.0,320.0,280.0,703.0,2.464,226460.0,9954.0,12070.0,17.9,193.1,82500.0,3947.0,6055.0,10.8,20.0,9395.0,30870.0,1.0,1,1.0,1
W 360 x 410 x 509,446.0,416.0,39.1,62.7,20.0,320.0,280.0,652.0,2.443,204880.0,9187.0,11050.0,17.7,178.3,75410.0,3625.0,5556.0,10.7,18.7,7513.0,27630.0,1.0,1,1.0,1
W 360 x 410 x 463,435.0,412.0,35.8,57.4,20.0,320.0,280.0,590.0,2.412,180510.0,8299.0,9900.0,17.4,161.5,67040.0,3254.0,4981.0,10.6,17.4,5746.0,23840.0,1.0,1,1.0,1
W 360 x 410 x 421,425.0,409.0,32.8,52.6,20.0,320.0,280.0,537.0,2.386,159930.0,7526.0,8903.0,17.2,146.6,60080.0,2938.0,4492.0,10.5,16.1,4416.0,20790.0,1.0,1,1.0,1
W 360 x 410 x 382,416.0,406.0,29.8,48.0,20.0,320.0,280.0,488.0,2.362,141670.0,6811.0,7987.0,17.0,132.2,53620.0,2641.0,4033.0,10.4,14.9,3348.0,18120.0,1.0,1,1.0,1
W 360 x 410 x 347,407.0,404.0,27.2,43.7,20.0,320.0,280.0,442.0,2.341,125300.0,6157.0,7161.0,16.8,119.7,48090.0,2380.0,3631.0,10.4,13.8,2532.0,15840.0,1.0,1,1.0,1
W 360 x 410 x 314,399.0,401.0,24.9,39.6,20.0,320.0,280.0,400.0,2.318,110580.0,5543.0,6397.0,16.6,108.7,42600.0,2125.0,3239.0,10.3,12.7,1891.0,13740.0,1.0,1,1.0,1
W 360 x 410 x 287,393.0,399.0,22.6,36.6,20.0,320.0,280.0,366.0,2.302,100060.0,5092.0,5835.0,16.4,98.62,38780.0,1944.0,2959.0,10.2,11.9,1484.0,12300.0,1.0,1,1.0,1
W 360 x 410 x 262,387.0,398.0,21.1,33.3,20.0,320.0,280.0,334.0,2.289,89760.0,4638.0,5282.0,16.3,91.38,35020.0,1759.0,2678.0,10.2,11.1,1133.0,10940.0,1.0,1,1.0,1
W 360 x 410 x 237,380.0,395.0,18.9,30.2,20.0,320.0,280.0,301.0,2.268,79130.0,4164.0,4708.0,16.1,81.62,31040.0,1571.0,2389.0,10.1,10.2,841.9,9489.0,1.0,1,1.0,1
W 360 x 410 x 216,375.0,394.0,17.3,27.7,20.0,320.0,280.0,275.0,2.257,71490.0,3813.0,4285.0,16.0,74.59,28250.0,1434.0,2178.0,10.0,9.6,652.1,8514.0,1.0,1,1.0,1
W 360 x 370 x 196,372.0,374.0,16.4,26.2,20.0,320.0,280.0,250.0,2.173,63980.0,3440.0,3860.0,15.9,70.62,22860.0,1222.0,1858.0,9.5,9.2,530.9,6828.0,1.0,1,1.0,1
W 360 x 370 x 179,368.0,373.0,15.0,23.9,20.0,320.0,280.0,228.0,2.164,57790.0,3141.0,3505.0,15.8,64.6,20680.0,1109.0,1684.0,9.4,8.6,406.0,6119.0,1.0,2,1.0,2
W 360 x 370 x 162,364.0,371.0,13.3,21.8,20.0,320.0,280.0,206.0,2.151,51890.0,2851.0,3162.0,15.8,57.66,18560.0,1000.0,1518.0,9.4,8.0,306.6,5431.0,1.0,3,1.0,3
W 360 x 370 x 147,360.0,370.0,12.3,19.8,20.0,320.0,280.0,188.0,2.141,46640.0,2591.0,2861.0,15.6,53.19,16720.0,904.0,1371.0,9.3,7.5,233.3,4836.0,2.0,3,2.0,3
W 360 x 370 x 134,356.0,369.0,11.2,18.0,20.0,320.0,280.0,171.0,2.131,41860.0,2352.0,2585.0,15.5,48.48,15080.0,817.3,1238.0,9.3,7.0,177.3,4305.0,3.0,3,3.0,3
W 360 x 250 x 122,363.0,257.0,13.0,21.7,15.0,320.0,290.0,155.0,1.702,36530.0,2012.0,2265.0,15.3,52.81,6147.0,478.3,732.0,6.2,7.3,210.6,1787.0,1.0,1,1.0,1
W 360 x 250 x 110,360.0,256.0,11.4,19.9,15.0,320.0,290.0,141.0,1.695,33090.0,1838.0,2055.0,15.3,46.67,5570.0,435.1,664.2,6.3,6.8,160.2,1609.0,1.0,1,1.0,2
W 360 x 250 x 101,357.0,255.0,10.5,18.3,15.0,320.0,290.0,129.0,1.687,30140.0,1688.0,1880.0,15.2,42.98,5061.0,397.0,605.4,6.2,6.4,125.3,1450.0,1.0,1,2.0,3
W 360 x 250 x 91,353.0,254.0,9.5,16.4,15.0,320.0,290.0,115.0,1.677,26690.0,1512.0,1675.0,15.1,38.82,4482.0,352.9,537.8,6.2,5.9,91.36,1268.0,1.0,2,2.0,4
W 360 x 200 x 79,354.0,205.0,9.4,16.8,15.0,320.0,290.0,101.0,1.483,22640.0,1279.0,1432.0,14.9,38.66,2415.0,235.6,361.6,4.8,6.0,81.14,685.7,1.0,1,2.0,4
W 360 x 200 x 72,350.0,204.0,8.6,15.1,15.0,320.0,290.0,91.0,1.473,20100.0,1148.0,1281.0,14.8,35.26,2139.0,209.7,321.5,4.8,5.6,60.09,599.0,1.0,1,3.0,4
W 360 x 200 x 64,347.0,203.0,7.7,13.5,15.0,320.0,290.0,81.3,1.465,17820.0,1027.0,1141.0,14.7,31.66,1884.0,185.6,284.2,4.8,5.2,43.64,523.3,1.0,1,4.0,4
W 360 x 170 x 58,358.0,172.0,7.9,13.1,10.0,332.0,312.0,72.3,1.371,16040.0,896.2,1008.0,14.9,30.72,1112.0,129.3,199.4,3.9,4.5,33.32,330.3,1.0,1,4.0,4
W 360 x 170 x 51,355.0,171.0,7.2,11.6,10.0,332.0,312.0,64.5,1.362,14120.0,795.5,893.3,14.8,27.9,968.0,113.2,174.3,3.8,4.2,23.71,284.9,1.0,1,4.0,4
W 360 x 170 x 44.6,352.0,171.0,6.9,9.8,10.0,332.0,312.0,57.1,1.357,12150.0,690.7,778.1,14.5,26.43,817.9,95.66,147.7,3.7,3.8,15.92,239.0,2.0,3,4.0,4
W 360 x 130 x 39.0,353.0,128.0,6.5,10.7,10.0,332.0,312.0,49.6,1.188,10230.0,579.6,661.5,14.3,25.24,375.0,58.59,91.62,2.7,3.9,15.01,109.5,1.0,1,4.0,4
W 360 x 130 x 32.9,349.0,127.0,5.8,8.5,10.0,332.0,312.0,41.9,1.177,8258.0,473.2,541.4,14.0,22.3,290.9,45.82,71.78,2.6,3.4,8.531,84.11,1.0,-,4.0,-
W 310 x 310 x 500,427.0,340.0,45.1,75.1,20.0,277.1,237.1,637.0,2.089,169080.0,7919.0,9895.0,16.2,192.1,49430.0,2907.0,4490.0,8.7,21.8,10280.0,15230.0,1.0,1,1.0,1
W 310 x 310 x 454,415.0,336.0,41.3,68.7,20.0,277.1,237.1,578.0,2.057,148200.0,7142.0,8835.0,15.9,173.9,43610.0,2596.0,4004.0,8.6,20.2,7857.0,13020.0,1.0,1,1.0,1
W 310 x 310 x 415,403.0,334.0,38.9,62.7,20.0,277.1,237.1,528.0,2.03,130180.0,6460.0,7922.0,15.6,160.8,39090.0,2340.0,3610.0,8.5,18.7,6066.0,11270.0,1.0,1,1.0,1
W 310 x 310 x 375,391.0,330.0,35.4,57.2,20.0,277.1,237.1,478.0,1.997,113040.0,5782.0,7023.0,15.3,144.4,34370.0,2083.0,3208.0,8.4,17.3,4583.0,9543.0,1.0,1,1.0,1
W 310 x 310 x 342,382.0,328.0,32.6,52.6,20.0,277.1,237.10000000000002,437.0,1.976,100770.0,5276.0,6353.0,15.1,131.8,31030.0,1892.0,2910.0,8.4,16.1,3570.0,8391.0,1.0,1,1.0,1
W 310 x 310 x 313,374.0,325.0,30.0,48.3,20.0,277.1,237.10000000000002,399.0,1.954,89820.0,4803.0,5735.0,14.9,120.4,27710.0,1705.0,2619.0,8.3,15.0,2763.0,7328.0,1.0,1,1.0,1
W 310 x 310 x 283,365.0,322.0,26.9,44.1,20.0,277.1,237.10000000000002,360.0,1.93,78940.0,4325.0,5118.0,14.7,107.3,24590.0,1527.0,2342.0,8.2,13.8,2085.0,6317.0,1.0,1,1.0,1
W 310 x 310 x 253,356.0,319.0,24.4,39.6,20.0,277.1,237.10000000000002,323.0,1.905,68480.0,3847.0,4510.0,14.5,96.47,21460.0,1345.0,2061.0,8.1,12.7,1516.0,5362.0,1.0,1,1.0,1
W 310 x 310 x 226,348.0,317.0,22.1,35.6,20.0,277.1,237.10000000000002,288.0,1.885,59820.0,3438.0,3994.0,14.3,86.71,18930.0,1194.0,1827.0,8.0,11.6,1108.0,4611.0,1.0,1,1.0,1
W 310 x 310 x 202,341.0,315.0,20.1,31.8,20.0,277.1,237.10000000000002,257.0,1.867,52240.0,3064.0,3530.0,14.1,78.3,16590.0,1053.0,1610.0,7.9,10.7,799.8,3959.0,1.0,1,1.0,1
W 310 x 310 x 179,333.0,313.0,18.0,28.1,20.0,277.1,237.10000000000002,228.0,1.848,44790.0,2690.0,3072.0,13.9,69.55,14380.0,918.9,1403.0,7.9,9.7,558.3,3337.0,1.0,1,1.0,1
